bm_name	bm_query	gen_exs	inf_typs	num_exs	rank	prefilter_counts	postfilter_counts	var_counts	arg_counts
			(Num b1) => [b1] -> (b1 , b1) -> Bool						
			(Ord b1) => [b1] -> (b1 , b1) -> Bool						
			(Eq b1) => [b1] -> (b1 , b1) -> Bool						
			[b1] -> (b1 , b2) -> Bool						
			[b1] -> (b2 , b1) -> Bool						
			[b1] -> (b2 , b2) -> Bool						
			[Int] -> (Int , b1) -> Bool						
			[Int] -> (b1 , Int) -> Bool						
containsEdge	[Int] -> (Int,Int) -> Bool	[3,2] (-3,-1) ==> False	[b1] -> (b1 , b1) -> Bool	3	2	2216	413	0	2
		[3,2] (-9,-8) ==> False	[Int] -> (Int , Int) -> Bool						
		[3,3,2,3] (1,0) ==> False	(Num b1) => [b1] -> (b1 , b1) -> Bool						
			(Ord b1) => [b1] -> (b1 , b1) -> Bool						
			(Eq b1) => [b1] -> (b1 , b1) -> Bool						
			[b1] -> (b1 , b2) -> Bool						
			[b1] -> (b2 , b1) -> Bool						
			[b1] -> (b2 , b2) -> Bool						
			[Int] -> (Int , b1) -> Bool						
			[Int] -> (b1 , Int) -> Bool						
dedupe	Eq a => [a] -> [a]	[-6,3,8,-7,-9,1] ==> [-6,3,8,-7,-9,1]	[b1] -> [b1]	1	5	45	9	1	2
			[Int] -> [Int]						
			(Num b1) => [b1] -> [b1]						
			(Ord b1) => [b1] -> [b1]						
			(Eq b1) => [b1] -> [b1]						
			[b1] -> [Int]						
			(Num b1) => [b1] -> [Int]						
			(Ord b1) => [b1] -> [Int]						
			(Eq b1) => [b1] -> [Int]						
dedupe	Eq a => [a] -> [a]	[-6,3,8,-7,-9,1] ==> [-6,3,8,-7,-9,1]	[t0] -> [t0]	2	2	9	3	1	2
		"\DLE\SYNt\659725\&3=" ==> "\DLE\SYNt\659725\&3="	(Eq t0) => [t0] -> [t0]						
			(Ord t0) => [t0] -> [t0]						
dedupe	Eq a => [a] -> [a]	[-6,3,8,-7,-9,1] ==> [-6,3,8,-7,-9,1]	[t1] -> [t1]	3	2	9	3	1	2
		"\DLE\SYNt\659725\&3=" ==> "\DLE\SYNt\659725\&3="	(Eq t1) => [t1] -> [t1]						
		[2.5592659040063643,-16.75005444980843,-13.643749133046049,7.950827463197123,-18.48509992764041,-8.904498993224017,-14.377071468000862] ==> [2.5592659040063643,-16.75005444980843,-13.643749133046049,7.950827463197123,-18.48509992764041,-8.904498993224017,-14.377071468000862]	(Ord t1) => [t1] -> [t1]						
inverseMap	[a -> b] -> a -> [b]	[(\x -> case x of 0 -> 'Y'; 1 -> 'r'; -1 -> 'b'; 2 -> '\680796'; _ -> error "unhandled";)] 0 ==> "Y"	[b1 -> c1] -> b1 -> [c1]	1	1	2757	293	2	2
			[Int -> b1] -> Int -> [b1]						
			[b1 -> Char] -> b1 -> [Char]						
			[Int -> Char] -> Int -> [Char]						
			(Ord c1) => [b1 -> c1] -> b1 -> [c1]						
			(Eq c1) => [b1 -> c1] -> b1 -> [c1]						
			(Num b1) => [b1 -> c1] -> b1 -> [c1]						
			(Ord b1) => [b1 -> c1] -> b1 -> [c1]						
			(Eq b1) => [b1 -> c1] -> b1 -> [c1]						
			(Ord b1) => [Int -> b1] -> Int -> [b1]						
inverseMap	[a -> b] -> a -> [b]	[(\x -> case x of 0 -> 'Y'; 1 -> 'r'; -1 -> 'b'; 2 -> '\680796'; _ -> error "unhandled";)] 0 ==> "Y"	[t0 -> t1] -> t0 -> [t1]	2	1	216	66	2	2
		[(\x -> case x of "" -> -9; "a" -> 1; "aa" -> 4; " " -> -8; _ -> error "unhandled";),(\x -> case x of "" -> 8; "a" -> -5; "aa" -> -3; " " -> -9; _ -> error "unhandled";),(\x -> case x of "" -> 5; "a" -> 4; "aa" -> -6; " " -> 9; _ -> error "unhandled";),(\x -> case x of "" -> 8; "a" -> 0; "aa" -> -3; " " -> 5; _ -> error "unhandled";),(\x -> case x of "" -> 7; "a" -> -4; "aa" -> -8; " " -> 5; _ -> error "unhandled";),(\x -> case x of "" -> 7; "a" -> -3; "aa" -> 5; " " -> -6; _ -> error "unhandled";)] "#I" ==> [-4,-7,3,6,8,-4]	(Eq t0) => [t0 -> t1] -> t0 -> [t1]						
			(Ord t0) => [t0 -> t1] -> t0 -> [t1]						
			(Eq t1) => [t0 -> t1] -> t0 -> [t1]						
			(Ord t1) => [t0 -> t1] -> t0 -> [t1]						
			(Eq t0, Eq t1) => [t0 -> t1] -> t0 -> [t1]						
			(Eq t0, Ord t1) => [t0 -> t1] -> t0 -> [t1]						
			(Ord t0, Eq t1) => [t0 -> t1] -> t0 -> [t1]						
			(Ord t0, Ord t1) => [t0 -> t1] -> t0 -> [t1]						
			[t0 -> t1] -> t0 -> [t0]						
inverseMap	[a -> b] -> a -> [b]	[(\x -> case x of 0 -> 'Y'; 1 -> 'r'; -1 -> 'b'; 2 -> '\680796'; _ -> error "unhandled";)] 0 ==> "Y"	[t1 -> t0] -> t1 -> [t0]	3	1	216	66	2	2
		[(\x -> case x of "" -> -9; "a" -> 1; "aa" -> 4; " " -> -8; _ -> error "unhandled";),(\x -> case x of "" -> 8; "a" -> -5; "aa" -> -3; " " -> -9; _ -> error "unhandled";),(\x -> case x of "" -> 5; "a" -> 4; "aa" -> -6; " " -> 9; _ -> error "unhandled";),(\x -> case x of "" -> 8; "a" -> 0; "aa" -> -3; " " -> 5; _ -> error "unhandled";),(\x -> case x of "" -> 7; "a" -> -4; "aa" -> -8; " " -> 5; _ -> error "unhandled";),(\x -> case x of "" -> 7; "a" -> -3; "aa" -> 5; " " -> -6; _ -> error "unhandled";)] "#I" ==> [-4,-7,3,6,8,-4]	(Eq t1) => [t1 -> t0] -> t1 -> [t0]						
		[(\x -> case x of 0 -> ""; 1 -> ""; -1 -> ""; 2 -> "\SOm\794991\1004621"; _ -> error "unhandled";),(\x -> case x of 0 -> "\ETB^\37157+@"; 1 -> ""; -1 -> ""; 2 -> "=98"; _ -> error "unhandled";)] 1 ==> ["",""]	(Ord t1) => [t1 -> t0] -> t1 -> [t0]						
			(Eq t0) => [t1 -> t0] -> t1 -> [t0]						
			(Ord t0) => [t1 -> t0] -> t1 -> [t0]						
			(Eq t0, Eq t1) => [t1 -> t0] -> t1 -> [t0]						
			(Ord t0, Eq t1) => [t1 -> t0] -> t1 -> [t0]						
			(Eq t0, Ord t1) => [t1 -> t0] -> t1 -> [t0]						
			(Ord t0, Ord t1) => [t1 -> t0] -> t1 -> [t0]						
			[t1 -> t0] -> t1 -> [t1]						
concatNTimes	Int -> [a] -> [a]	1 ["\DC1~8)\EOT\834903Qo\r","\935001\1096278\961711\ETBk'\606624",",\282534\f\1107212@"] ==> ["\DC1~8)\EOT\834903Qo\r","\935001\1096278\961711\ETBk'\606624",",\282534\f\1107212@"]	Int -> [[b1]] -> [[b1]]	1	2	671	63	1	2
			Int -> [b1] -> [b1]						
			Int -> [[Char]] -> [[Char]]						
			(Eq b1) => b1 -> [[c1]] -> [[c1]]						
			(Eq b1) => b1 -> [c1] -> [c1]						
			(Ord b1) => b1 -> [[c1]] -> [[c1]]						
			(Ord b1) => b1 -> [c1] -> [c1]						
			(Ord b1) => Int -> [[b1]] -> [[b1]]						
			(Eq b1) => Int -> [[b1]] -> [[b1]]						
			(Ord b1) => Int -> [b1] -> [b1]						
concatNTimes	Int -> [a] -> [a]	1 ["\DC1~8)\EOT\834903Qo\r","\935001\1096278\961711\ETBk'\606624",",\282534\f\1107212@"] ==> ["\DC1~8)\EOT\834903Qo\r","\935001\1096278\961711\ETBk'\606624",",\282534\f\1107212@"]	Int -> [t0] -> [t0]	2	1	77	18	1	2
		-1 "C,va" ==> ""	t0 -> [t0] -> [t0]						
			(Eq b1) => b1 -> [t0] -> [t0]						
			(Ord b1) => b1 -> [t0] -> [t0]						
			(Eq t0) => Int -> [t0] -> [t0]						
			(Ord t0) => Int -> [t0] -> [t0]						
			t0 -> [t1] -> [t0]						
			(Eq b1, Eq t0) => b1 -> [t0] -> [t0]						
			(Eq b1, Ord t0) => b1 -> [t0] -> [t0]						
			(Ord b1, Eq t0) => b1 -> [t0] -> [t0]						
concatNTimes	Int -> [a] -> [a]	1 ["\DC1~8)\EOT\834903Qo\r","\935001\1096278\961711\ETBk'\606624",",\282534\f\1107212@"] ==> ["\DC1~8)\EOT\834903Qo\r","\935001\1096278\961711\ETBk'\606624",",\282534\f\1107212@"]	Int -> [t1] -> [t1]	3	1	77	18	1	2
		-1 "C,va" ==> ""	t1 -> [t1] -> [t1]						
		9 [4,3,2,-1] ==> [4,3,2,-1,4,3,2,-1,4,3,2,-1,4,3,2,-1,4,3,2,-1,4,3,2,-1,4,3,2,-1,4,3,2,-1,4,3,2,-1]	(Ord b1) => b1 -> [t1] -> [t1]						
			(Eq b1) => b1 -> [t1] -> [t1]						
			(Eq t1) => Int -> [t1] -> [t1]						
			(Ord t1) => Int -> [t1] -> [t1]						
			t1 -> [t0] -> [t1]						
			(Ord b1, Eq t1) => b1 -> [t1] -> [t1]						
			(Ord b1, Ord t1) => b1 -> [t1] -> [t1]						
			(Eq b1, Eq t1) => b1 -> [t1] -> [t1]						
